60,1.0,0.22925328481576146,0.0020797495560420003
50,0.9990448901623686,0.11901293756283167,0.003994691566656164
47,0.9990448901623686,0.09515070702313758,0.004991493940774921
43,0.9990448901623686,0.06903577714590546,0.006866716121027512
40,0.998567335243553,0.0534384638657717,0.0088489957595917
37,0.9980897803247374,0.040434732411809775,0.011656116672708512
33,0.9980897803247374,0.02693017293739855,0.017399557102182852
28,0.997134670487106,0.015191631175186675,0.030406733751765714
24,0.997134670487106,0.00885473066860883,0.051056338028169015
20,0.995702005730659,0.004726036805269395,0.09145539082375646
16.667,0.9933142311365807,0.0025253596949124544,0.15819896562214786
14,0.9885386819484241,0.0014176056906840511,0.2499094530967041
12.5,0.9828080229226361,0.0009662900531219953,0.3270300333704116
11,0.9770773638968482,0.0006518750134048503,0.41729553334693037
10,0.9732569245463228,0.000475729577511065,0.49430026679602235
9,0.9665711556829035,0.00033951348265537877,0.5763097949886105
8.333,0.9632282712511939,0.00026581532748220176,0.6338780641106222
7,0.9436485195797517,0.00015332866958630008,0.7462235649546828
6.25,0.9293218720152817,0.00010267544838368309,0.8121869782971619
5,0.8968481375358166,5.567290979026372e-05,0.8850141376060321
4.545,0.8801337153772684,4.2895520658072044e-05,0.9074347612013787
3.846,0.8543457497612226,2.62392812536079e-05,0.9396008403361344
2.941,0.7984718242597899,1.4602730436790485e-05,0.9631336405529954
1.667,0.6356255969436485,2.738011956898216e-06,0.9910647803425167
1.6,0.6279847182425979,2.5098442938233645e-06,0.9917043740573154
1.5,0.606494746895893,1.369005978449108e-06,0.9952978056426333
1.4,0.5869149952244508,6.84502989224554e-07,0.997564935064935
1.3,0.5635148042024832,6.84502989224554e-07,0.9974640743871512
1.2,0.5386819484240688,6.84502989224554e-07,0.9973474801061007
1.1,0.5210124164278892,6.84502989224554e-07,0.9972577696526508
1.0,0.48615090735434574,6.84502989224554e-07,0.9970617042115574
0.9,0.45224450811843364,4.5633532614970265e-07,0.9978925184404637
0.8,0.41212989493791785,2.2816766307485133e-07,0.9988425925925927
0.7,0.37774594078319007,2.2816766307485133e-07,0.9987373737373738
0.6,0.33715377268385865,0.0,1.0
0.5,0.28796561604584525,0.0,1.0
0.4,0.24832855778414517,0.0,1.0
0.3,0.1886341929321872,0.0,1.0
0.2,0.11986628462273162,0.0,1.0
